NATIONALITY,COUNTRY_DESCRIPTION,AGE_GROUP,IF_TRAVEL_ALONE,TRAVELLING_WITH,AGE_GROUP1_SIZE (<18),AGE_GROUP2_SIZE (18-24),AGE_GROUP3_SIZE (25-44),AGE_GROUP4_SIZE (45-64),AGE_GROUP5_SIZE (65+),NO_FEMALE,NO_MALE,PURPOSE_CODE,PURPOSE_OTHER,ACTIVITY_MAIN,ACTIVITY_OTHERS,INFO_SOURCE,INFO_SOURCE_OTHERS,INFO_RADIO_TV_WEB,TOUR_ARRANGEMENT,PAC_TRANSPORT_INT,PAC_ACCOMODATION,PAC_FOOD,PAC_TRANSPORT_TZ,PAC_SIGHTSEEING,PAC_GUIDED_TOUR,PAC_INSURANCE,PAC_OTHER_ITEM,PACKAGE_COST,IF_GROUP_PACKAGE,NIGHTS_SPENT,NIGHTS_MAINLAND,NIGHTS_ZANZIBAR,CURRENCY1,CURRENCY2,SPENT_AMOUNT_TZ,ACCOMODATION,ACC_HOTEL,ACC_OTHERS,FOOD_DRINK,TRANS_AIR,TRANS_ROAD,TRANS_WATER,TRANS_RAILWAY,TRANS_RENTAL,COST_TRANSPORT_TZ,EXP_CULT_SERVICE,EXP_SPORT,EXP_SIGHTSEEING,MOUNTAIN_CLIMBING,HUNTING,GATE_FEES,VISA_TAXES,EXP_SHOPPING,EXP_OTHER,EXP_OTHER_DETAIL,IF_GROUP_BREAKDOWN,PAYMENT_MODE,PAYMENT_MODE_OTHERS,TZ_COST_COMPARISON,IF_FIRST_TRIP_TZ,MOST_IMPRESSING_TZ1,MOST_IMPRESSING_TZ2,MOST_IMPRESSING_TZ3,MOST_IMPRESSING_TZ4,IMPROVEMENT_AREAS1,IMPROVEMENT_AREAS2,IMPROVEMENT_AREAS3,IMPROVEMENT_AREAS4,OTHER1,OTHER2,OTHER3,VERIFICATION_FLAG,TRAVEL_ELSE_AFRICA
BRITISH,UNITED KINGDOM,45-64,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"4,260",Yes,0,11,0,EUR,USD,500,,0,0,500,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
BELGIAN,BELGIUM,1Others (please specify)-24,NO,With Other Friends/Relatives,1,0,0,0,0,2,0,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,No,No,Yes,Yes,,"1,400",No,7,7,0,EUR,USD,"1,550",,0,0,0,0,0,0,0,0,,0,0,0,"1,400",0,0,0,150,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Spouse,0,1,0,0,0,1,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,No,No,No,No,,"3,190",Yes,7,0,7,EUR,USD,300,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,Yes,Credit Card,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads Improve on Security/Safety,,,,,,,0,
FRENCH,FRANCE,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,Others (please specify)500,Yes,11,11,0,USD,USD,"4,000",,500,0,200,300,0,0,0,0,,0,0,"1,900",0,0,"1,000",0,100,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,, Wildlife, Improve on Roads,,,,,,,0,
BRITISH,UNITED KINGDOM,<1Others (please specify),YES,,0,0,0,0,0,1,0,Leisure and Holidays,,business,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,3Others (please specify)60,No,27,27,0,GBP,TZS,"200,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"200,000",0,,Yes,Cash,,,Yes, Wildlife,Good serviceGood service,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
GERMAN,GERMANY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Conference tourism,,Others (please specify),,GUIDE BOOK,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,30,17,,USD,"9,000",,0,0,0,0,0,0,0,0,,0,0,200,600,0,0,100,0,0,,Yes,Cash,,,Yes,Friendly People, Wildlife,Good service0,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)", Improve on RoadsWider AcceptabSlow/poor customer services," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,NO,With Children,0,1,1,0,0,3,0,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,No,No,,"6,000",Yes,7,5,2,USD,USD,300,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,No,Credit Card,,,Yes,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED KINGDOM,1Others (please specify)-24,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,business,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"1,450",Yes,2Others (please specify),2Others (please specify),0,USD,USD,450,,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,50,300,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Security/Safety,,,,,,,0,
JAPANESE,JAPAN,25-44,NO,With Other Friends/Relatives,0,0,4,6,2,Others (please specify),5,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,73Others (please specify)4000,Yes,6,5,0,JYP,USD,650,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,650,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
GERMAN,GERMANY,1Others (please specify)-24,YES,,0,0,0,0,0,0,1,Volunteering,,Wildlife tourism,,"Radio, TV, Web (please specify)",,INTERNET,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,21,0,,USD,"2,000",,600,0,200,0,50,0,0,0,,0,0,600,0,0,0,250,50,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED KINGDOM,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,300",Yes,9,9,0,USD,USD,370,,0,0,40,0,0,0,0,0,,0,0,0,230,0,0,100,0,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BRITISH,UNITED KINGDOM,<1Others (please specify),YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"4,000",No,2Others (please specify),2Others (please specify),0,GBP,TZS,1Others (please specify)0000,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1Others (please specify)0000,0,,No,Cash,,,Yes, Wildlife,Good service0,, Wildlife, Improve on Roads,,,,,,,0,
KOREAN,KOREA,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,USD,"11,700",,Others (please specify)00,0,200,0,0,0,0,0,,0,0,0,"1,000",0,0,0,0,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,,"7,000",,10,10,0,USD,USD,400,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,NO,With Other Friends/Relatives,0,0,2,0,0,2,1,Leisure and Holidays,,Bird watching,,"Friends, relatives",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"6,000",Yes,12,9,3,USD,USD,"1,000",,0,0,0,0,0,0,0,0,,200,400,0,0,0,0,0,300,100,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"20,000",Yes,11,11,0,USD,USD,400,,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature", Wildlife,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
FRENCH,FRANCE,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,,"7,000",No,0,7,0,EUR,USD,300,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,No,Cash,,,No,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"20,000",Yes,13,11,0,USD,USD,400,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,200,0,200,,Yes,Cash,,,Yes,Excellent Experience,,,Excellent Experience, Improve on Roads Improve on Security/Safety,,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,65+,NO,With Other Friends/Relatives,0,0,1,0,2,1,3,Leisure and Holidays,,Diving and Sport Fishing,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,No,Yes,No,No,,"16,000",Yes,6,6,0,USD,USD,300,,0,0,5,0,0,0,0,0,,0,0,0,295,0,0,0,0,0,,No,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)",,,,,,,0,
EMIRATI,UNITED ARAB EMIRATES,25-44,NO,With Other Friends/Relatives,0,0,2,0,0,0,3,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"16,000",Yes,14,14,0,USD,USD,"1,050",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,150,600,300,Tips,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads Improve on Security/Safety,,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,,1Others (please specify)00,No,16,10,0,GBP,USD,220,,60,0,60,0,0,0,0,0,,0,0,0,0,0,0,50,50,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
ITALIAN,ITALY,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Others (please specify)000,No,20,6,0,USD,USD,300,,0,0,30,0,0,0,0,0,,0,0,0,0,0,120,100,50,0,,Yes,Credit Card,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)",,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,NO,With Spouse and Children,2,0,1,0,0,3,0,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,6,,TZS,"1,000,000",,0,0,"900,000",0,0,0,0,0,,0,"100,000",0,0,0,0,0,0,0,,Yes,Credit Card,,,No,Good service,Friendly People,,Good service," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
AUSTRALIAN,AUSTRALIA,45-64,NO,With Spouse,0,0,0,1,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,,"16,000",Yes,12,6,0,AUD,USD,"3,000",,0,0,"2,000",0,0,0,0,0,,0,0,0,0,0,0,0,"1,000",0,,Yes,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife, Improve on Roads,,,,,,,0,
KENYAN,KENYA,25-44,NO,With Children,1,0,0,0,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,TZS,"473,000",,0,0,"150,000","320,000","53,000",0,0,0,,0,0,0,0,0,0,0,"50,000",0,,Yes,Cash,,,No, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
CHILE,CHILE,25-44,YES,,0,0,0,0,0,0,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,No,Yes,Yes,Yes,No,,"1,750",No,13,13,0,USD,TZS,"573,000",,"300,000",0,"150,000",0,0,0,0,0,,0,0,0,0,0,0,Others (please specify)3000,0,"40,000",TIPS,No,Cash,,,Yes,Friendly People,,,Friendly People,Others (please specify),,,,,,,0,
FRENCH,FRANCE,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,4,,EUR,700,,0,200,100,200,0,0,0,0,,0,100,0,0,0,0,100,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
KENYAN,KENYA,45-64,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Hunting tourism,VISITING FRIENDS,Others (please specify),,NEIGHBOURING COUNTRY,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,0,,TZS,"350,000",,0,0,"210,000",0,"140,000",0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,No,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
ITALIAN,ITALY,25-44,NO,With Spouse,0,0,1,0,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"4,000",Yes,7,0,7,EUR,EUR,600,,0,0,0,0,0,0,0,0,,300,300,0,0,0,0,0,0,0,,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ISRAELIS,ISRAEL,45-64,NO,With Spouse and Children,1,0,0,2,0,2,2,Leisure and Holidays,,Wildlife tourism,,Others (please specify),,INTERNET,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"104,000",Yes,10,6,4,USD,USD,4Others (please specify)0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,Others (please specify)0,,Yes,Cash,,,No,Friendly People,,,Friendly People,Wider AcceptabSlow/poor customer services,,,,,,,0,
AUSTRALIAN,AUSTRALIA,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"9,200",Yes,27,5,4,USD,USD,60,,0,0,50,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
KENYAN,KENYA,65+,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Hunting tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,TZS,6Others (please specify)Others (please specify)000,,0,65Others (please specify)000,0,0,"30,000",0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Hunting tourism,NONE,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,5,0,,TZS,"500,000",,"250,000",0,"50,000",0,0,0,0,0,,0,0,0,0,0,0,0,"200,000",0,,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
UGANDAN,UGANDA,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Mountain climbing,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,TZS,"125,000",,"15,000",0,"20,000",0,"50,000",0,0,0,,0,0,0,0,0,0,0,"40,000",0,,Yes,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ITALIAN,ITALY,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"3,500",No,20,9,0,EUR,EUR,35,,0,0,25,0,0,0,0,0,,0,0,0,0,0,0,0,10,0,,No,Cash,,,Yes, Wildlife,Good serviceGood service,, Wildlife, Improve on Roads,,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Mountain climbing,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,700,,25,20,10,0,0,0,0,0,,0,0,0,0,0,0,0,0,645,GIFT AND SHOPPING,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
UGANDAN,UGANDA,45-64,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Hunting tourism,VFR,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,TZS,"100,000",,0,0,0,0,"100,000",0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,5,0,,TZS,"300,000",,"70,000",0,"100,000",0,Others (please specify)0000,0,0,0,,0,0,0,0,0,0,0,"40,000","10,000",,Yes,Cash,,,No,Friendly People,Others (please specify),,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
BURUNDESE,BURUNDI,45-64,NO,With Spouse,0,0,1,0,0,1,1,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"92,000",,0,0,"50,000",0,"42,000",0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Excellent Experience,Friendly People,,Excellent Experience," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,2,0,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,TZS,"2,605,500",,"40,000",0,"40,000",0,"40,000",0,0,0,,0,0,0,0,0,0,0,24Others (please specify)5500,0,,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
ZIMBABWEAN,ZIMBABWE,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Radio, TV, Web (please specify)",INTERNET,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,390,,40,0,100,0,100,0,0,0,,0,0,0,0,0,0,0,50,0,,No,Cash,,,No,No comments,,,No comments, Improve on Security/Safety,,,,,,,0,
UGANDAN,UGANDA,25-44,NO,With Other Friends/Relatives,0,1,0,0,0,0,2,Business,,Wildlife tourism0,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,10,0,,TZS,0,,0,"150,000",0,0,"300,000",0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
ZAMBIAN,ZAMBIA,25-44,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,TZS,"1,700,000",,"750,000",0,"350,000",0,"100,000",0,0,0,,0,0,0,0,0,0,0,"350,000","150,000",ENTERTAIMENT,Yes,Cash,,,No, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
BURUNDESE,BURUNDI,25-44,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,TZS,3Others (please specify)70000,,"45,000",0,"15,000",0,"310,000",0,0,0,,0,0,0,0,0,0,0,0,"3,500,000",Maize,Yes,Cash,,,No,Good service,,,Good service, Improve on Roads,,,,,,,0,
MALAWIAN,MALAWI,1Others (please specify)-24,YES,Alone,0,0,0,0,0,1,0,Other,INTRANSIT,Hunting tourism,INTRAN SIT,Others (please specify),,TRANSIT,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"120,000",,0,0,"10,000",0,"110,000",0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
CONGOLESE,DRC,25-44,YES,,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"47,000",,"20,000",0,"12,000",0,"15,000",0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
ZAMBIAN,ZAMBIA,1Others (please specify)-24,YES,,0,0,0,0,0,0,1,Other,ON TRANSIT,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,TZS,"400,000",,0,"15,000","25,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
MALAWIAN,MALAWI,1Others (please specify)-24,YES,Alone,0,0,0,0,0,1,0,Other,TRANSIT,Hunting tourism,TRANSIT,Others (please specify),,TRANSIT,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,TZS,"130,000",,0,0,"20,000",0,"110,000",0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)0",,,,,,,0,
BURUNDESE,BURUNDI,45-64,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"3,620,000",,"30,000","12,000",0,0,"70,000",0,0,0,,0,0,0,0,0,0,0,0,"250,000",,Yes,Cash,,,No,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
ZIMBABWEAN,ZIMBABWE,25-44,YES,Alone,0,0,0,0,0,0,1,Other,COLLECTING VEHICLE,Hunting tourism,COLLECTING VEHICLE,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,Others (please specify)0,,0,40,40,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
BURUNDESE,BURUNDI,25-44,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Hunting tourism,Non,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,5,0,,TZS,"395,000",,"60,000",0,"335,400",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)",,,,,,,0,
ITALIAN,ITALY,1Others (please specify)-24,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,26,0,,EUR,600,,200,0,100,0,100,0,0,0,,0,0,100,0,0,0,0,100,0,,No,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
UGANDAN,UGANDA,25-44,YES,Alone,0,0,0,0,0,1,0,Other,TRANSIT,Hunting tourism,TRANSIT,Others (please specify),,TRANSIT,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"120,000",,0,0,"20,000",0,"100,000",0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
ZIMBABWEAN,ZIMBABWE,25-44,NO,With Other Friends/Relatives,0,3,0,0,0,0,4,Business,,Wildlife tourism0,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,2Others (please specify)0,,0,100,50,0,100,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,,,,,0,
